Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
20-March-2025,685.00,692.85,679.00,690.15,685.839325107745489536,713951,17432,489655672.00,441794,61.88,13.85,5.15
19-March-2025,688.95,688.95,678.80,681.90,681.813251057065051242,425234,11142,289930176.00,186662,43.90,10.15,-7.05
18-March-2025,665.70,681.80,664.15,679.80,675.328489262498723751,440745,13093,297647655.00,202609,45.97,17.65,14.10
17-March-2025,665.50,666.15,657.50,660.90,661.866274193081874350,449457,10654,297480430.00,185594,41.29,8.65,-4.60
13-March-2025,673.30,673.30,649.55,655.40,658.027216397089049300,1189577,26038,782774042.00,607491,51.07,23.75,-17.90
12-March-2025,652.40,671.80,652.40,668.45,665.151619061623726630,788852,13428,524706185.00,211117,26.76,19.40,16.05
11-March-2025,640.00,651.15,638.35,647.85,646.793590433131082239,475976,11110,307858226.00,165654,34.80,12.80,7.85
10-March-2025,649.30,654.00,643.20,647.90,648.950631756019659508,774587,25942,502668723.00,299784,38.70,10.80,-1.40
7-March-2025,640.50,651.50,635.60,648.45,647.031148185774350755,950874,24792,615245096.00,320543,33.71,15.90,7.95
6-March-2025,654.65,656.00,636.00,639.75,641.389975230756015419,1129223,36412,724272312.00,441464,39.09,20.00,-14.90
5-March-2025,619.00,641.80,618.75,640.95,634.348732736425947147,643986,15286,408511703.00,209872,32.59,23.05,21.95
4-March-2025,616.00,629.00,613.00,619.15,621.101215872105769068,415093,13510,257814767.00,144378,34.78,16.00,3.15
3-March-2025,621.00,626.90,606.20,621.10,617.614746695130963133,815993,21558,503969310.00,312729,38.32,20.70,0.10
28-February-2025,645.65,645.65,618.45,620.55,628.766690922242188878,1150251,29356,723239515.00,599008,52.08,27.20,-25.10
27-February-2025,665.80,665.80,645.90,648.20,652.330235946959105406,879774,40478,573903181.00,392282,44.59,19.90,-17.60
